City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
679,Nacala,MZ,79.48,overcast clouds,-14.5428,40.6728,Nacala Plaza Business Design Hotel
683,Tautira,PF,71.6,moderate rain,-17.7333,-149.15,Pension Oaoa
2744,Manthani,IN,70.09,clear sky,18.65,79.6667,Social Welfare Boys Hostel
2747,Castro,BR,76.44,clear sky,-24.7911,-50.0119,CHACARA BAILLY
2754,East London,ZA,75.2,few clouds,-33.0153,27.9116,Tu Casa
2755,Alofi,NU,77.0,overcast clouds,-19.0595,-169.9187,Taloa Heights
2758,Rikitea,PF,77.65,overcast clouds,-23.1203,-134.9692,Pension Maro'i
2759,Georgetown,MY,82.4,few clouds,5.4112,100.3354,Cititel Penang
2770,Dhidhdhoo,MV,81.57,broken clouds,6.8833,73.1,Dhidhoo beach
2771,Vaitape,PF,81.45,light rain,-16.5167,-151.75,Conrad Bora Bora Nui
2776,Barra Dos Coqueiros,BR,86.0,few clouds,-10.9089,-37.0386,Quality Hotel Aracaju
2777,Pimentel,PE,78.8,broken clouds,-6.8367,-79.9342,Casona Del Muelle
2779,Port Keats,AU,82.6,broken clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
2780,Anloga,GH,86.0,few clouds,5.7947,0.8973,Pin Drop Hotel
2781,Pozo Colorado,PY,89.42,clear sky,-23.4923,-58.7972,Hospedaje la Amistad
2782,Arraial Do Cabo,BR,77.0,light rain,-22.9661,-42.0278,Pousada Porto Praia
